市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,建築年,取引価格（総額）,西暦建築年,築年数,平米単価,面積カテゴリ,徒歩カテゴリ
大阪市北区,長柄東,天神橋筋六丁目,11,３ＬＤＫ,75,2010年,3500,2010,15,46.666666666666664,70-100㎡,11-12分
大阪市北区,長柄東,天神橋筋六丁目,11,４ＬＤＫ,90,2010年,4400,2010,15,48.888888888888886,70-100㎡,11-12分
大阪市北区,長柄東,天神橋筋六丁目,6,,65,1996年,3000,1996,29,46.15384615384615,50-70㎡,6-10分
大阪市北区,長柄東,天神橋筋六丁目,12,３ＬＤＫ,65,2010年,2900,2010,15,44.61538461538461,50-70㎡,11-12分
大阪市北区,長柄東,天神橋筋六丁目,11,４ＬＤＫ,80,2010年,4200,2010,15,52.5,70-100㎡,11-12分
大阪市北区,長柄東,天神橋筋六丁目,6,２ＬＤＫ,65,1996年,2900,1996,29,44.61538461538461,50-70㎡,6-10分
大阪市北区,浪花町,天神橋筋六丁目,1,３ＬＤＫ,70,2000年,4500,2000,25,64.28571428571429,70-100㎡,0-5分
大阪市北区,浪花町,天神橋筋六丁目,2,２ＬＤＫ,60,2000年,3900,2000,25,65.0,50-70㎡,0-5分
大阪市北区,浪花町,天神橋筋六丁目,2,３ＬＤＫ,60,2000年,3700,2000,25,61.666666666666664,50-70㎡,0-5分
大阪市北区,浪花町,天満,3,３ＬＤＫ,55,1999年,2500,1999,26,45.45454545454545,50-70㎡,0-5分
大阪市北区,浪花町,天満,3,２ＤＫ,50,1999年,2600,1999,26,52.0,50-70㎡,0-5分
大阪市北区,浪花町,天満,3,３ＬＤＫ,75,1999年,5400,1999,26,72.0,70-100㎡,0-5分
大阪市北区,浪花町,天満,3,３ＬＤＫ,75,1999年,3200,1999,26,42.666666666666664,70-100㎡,0-5分
大阪市北区,西天満,北浜(大阪),4,３ＬＤＫ,75,2006年,6900,2006,19,92.0,70-100㎡,0-5分
大阪市北区,西天満,北浜(大阪),6,,50,2001年,3300,2001,24,66.0,50-70㎡,6-10分
大阪市北区,西天満,北浜(大阪),4,３ＬＤＫ,90,2006年,9500,2006,19,105.55555555555556,70-100㎡,0-5分
大阪市北区,西天満,北浜(大阪),4,,75,2006年,6000,2006,19,80.0,70-100㎡,0-5分
大阪市北区,西天満,北浜(大阪),4,２ＬＤＫ,75,2006年,6500,2006,19,86.66666666666667,70-100㎡,0-5分
大阪市北区,西天満,北浜(大阪),4,,75,2006年,5100,2006,19,68.0,70-100㎡,0-5分
大阪市北区,西天満,北浜(大阪),4,２ＬＤＫ,85,2006年,5400,2006,19,63.529411764705884,70-100㎡,0-5分
大阪市北区,西天満,北浜(大阪),4,,95,2006年,7200,2006,19,75.78947368421052,70-100㎡,0-5分
大阪市北区,西天満,北浜(大阪),4,３ＬＤＫ,95,2006年,9000,2006,19,94.73684210526316,70-100㎡,0-5分
大阪市北区,西天満,北浜(大阪),6,３ＬＤＫ,65,2001年,4700,2001,24,72.3076923076923,50-70㎡,6-10分
大阪市北区,西天満,北浜(大阪),4,１ＬＤＫ,65,2006年,5300,2006,19,81.53846153846153,50-70㎡,0-5分
大阪市北区,西天満,北浜(大阪),6,,70,2001年,3800,2001,24,54.285714285714285,70-100㎡,6-10分
大阪市北区,西天満,北浜(大阪),4,３ＬＤＫ,80,2006年,6400,2006,19,80.0,70-100㎡,0-5分
大阪市北区,西天満,なにわ橋,4,３ＬＤＫ,100,2005年,9400,2005,20,94.0,70-100㎡,0-5分
大阪市北区,西天満,なにわ橋,5,１ＬＤＫ,35,2003年,2800,2003,22,80.0,30-50㎡,0-5分
大阪市北区,西天満,なにわ橋,4,３ＬＤＫ,75,2006年,6800,2006,19,90.66666666666667,70-100㎡,0-5分
大阪市北区,西天満,東梅田,8,,45,2008年,2900,2008,17,64.44444444444444,30-50㎡,6-10分
大阪市北区,西天満,東梅田,7,,55,2009年,3600,2009,16,65.45454545454545,50-70㎡,6-10分
大阪市北区,西天満,東梅田,8,３ＬＤＫ,75,2004年,3500,2004,21,46.666666666666664,70-100㎡,6-10分
大阪市北区,西天満,東梅田,8,,45,2008年,2700,2008,17,60.0,30-50㎡,6-10分
大阪市北区,西天満,東梅田,8,,60,2008年,4000,2008,17,66.66666666666667,50-70㎡,6-10分
大阪市北区,西天満,東梅田,7,,55,2009年,4300,2009,16,78.18181818181819,50-70㎡,6-10分
大阪市北区,西天満,東梅田,8,２ＬＤＫ,35,2014年,2500,2014,11,71.42857142857143,30-50㎡,6-10分
大阪市北区,西天満,東梅田,8,１ＤＫ,45,2008年,3300,2008,17,73.33333333333333,30-50㎡,6-10分
大阪市北区,西天満,東梅田,7,,65,2009年,3700,2009,16,56.92307692307692,50-70㎡,6-10分
大阪市北区,西天満,東梅田,8,,35,2008年,2200,2008,17,62.857142857142854,30-50㎡,6-10分
大阪市北区,西天満,東梅田,8,,45,2008年,2500,2008,17,55.55555555555556,30-50㎡,6-10分
大阪市北区,西天満,東梅田,8,,45,2008年,2700,2008,17,60.0,30-50㎡,6-10分
大阪市北区,西天満,東梅田,7,３ＬＤＫ,100,2009年,5700,2009,16,57.0,70-100㎡,6-10分
大阪市北区,西天満,東梅田,6,２ＬＤＫ,50,2015年,4100,2015,10,82.0,50-70㎡,6-10分
大阪市北区,西天満,東梅田,8,２ＬＤＫ,60,2008年,3800,2008,17,63.333333333333336,50-70㎡,6-10分
大阪市北区,西天満,東梅田,7,２ＬＤＫ,55,2009年,3300,2009,16,60.0,50-70㎡,6-10分
大阪市北区,西天満,南森町,5,１ＬＤＫ,30,2019年,3300,2019,6,110.0,30-50㎡,0-5分
大阪市北区,西天満,南森町,3,３ＬＤＫ,75,2005年,6900,2005,20,92.0,70-100㎡,0-5分
大阪市北区,西天満,南森町,3,,35,2003年,1900,2003,22,54.285714285714285,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,１ＬＤＫ,35,2019年,3900,2019,6,111.42857142857143,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,40,2019年,3200,2019,6,80.0,30-50㎡,0-5分
大阪市北区,西天満,南森町,6,２ＬＤＫ＋Ｓ,65,2001年,5300,2001,24,81.53846153846153,50-70㎡,6-10分
大阪市北区,西天満,南森町,3,１ＬＤＫ,35,2008年,2800,2008,17,80.0,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,35,2003年,2900,2003,22,82.85714285714286,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,35,2003年,2900,2003,22,82.85714285714286,30-50㎡,0-5分
大阪市北区,西天満,南森町,3,２ＬＤＫ,60,2005年,5000,2005,20,83.33333333333333,50-70㎡,0-5分
大阪市北区,西天満,南森町,4,,60,2002年,4000,2002,23,66.66666666666667,50-70㎡,0-5分
大阪市北区,西天満,南森町,5,,35,2019年,2900,2019,6,82.85714285714286,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,35,2019年,3100,2019,6,88.57142857142857,30-50㎡,0-5分
大阪市北区,西天満,南森町,4,,60,2002年,3800,2002,23,63.333333333333336,50-70㎡,0-5分
大阪市北区,西天満,南森町,5,,35,2019年,2900,2019,6,82.85714285714286,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,35,2019年,2900,2019,6,82.85714285714286,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,35,2019年,3200,2019,6,91.42857142857143,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,35,2019年,3100,2019,6,88.57142857142857,30-50㎡,0-5分
大阪市北区,西天満,南森町,3,１ＤＫ,30,2003年,1800,2003,22,60.0,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,１ＬＤＫ,40,2019年,3500,2019,6,87.5,30-50㎡,0-5分
大阪市北区,西天満,南森町,3,,35,2005年,2500,2005,20,71.42857142857143,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,40,2019年,3100,2019,6,77.5,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,35,2019年,2800,2019,6,80.0,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,,35,1997年,1800,1997,28,51.42857142857143,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,２ＬＤＫ,50,2016年,4100,2016,9,82.0,50-70㎡,0-5分
大阪市北区,西天満,南森町,3,,80,2005年,4500,2005,20,56.25,70-100㎡,0-5分
大阪市北区,西天満,南森町,4,,60,2002年,3600,2002,23,60.0,50-70㎡,0-5分
大阪市北区,西天満,南森町,10,２ＬＤＫ,50,2005年,3400,2005,20,68.0,50-70㎡,6-10分
大阪市北区,西天満,南森町,3,,85,1999年,6000,1999,26,70.58823529411765,70-100㎡,0-5分
大阪市北区,西天満,南森町,5,２ＬＤＫ,65,2006年,5800,2006,19,89.23076923076923,50-70㎡,0-5分
大阪市北区,西天満,南森町,4,２ＬＤＫ,60,2002年,3700,2002,23,61.666666666666664,50-70㎡,0-5分
大阪市北区,西天満,南森町,3,１ＤＫ,30,2003年,2200,2003,22,73.33333333333333,30-50㎡,0-5分
大阪市北区,西天満,南森町,3,１ＤＫ,30,2003年,2100,2003,22,70.0,30-50㎡,0-5分
大阪市北区,西天満,南森町,10,２ＬＤＫ,50,2005年,3500,2005,20,70.0,50-70㎡,6-10分
大阪市北区,西天満,南森町,3,,35,2008年,2400,2008,17,68.57142857142857,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,１ＬＤＫ,35,2019年,2900,2019,6,82.85714285714286,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,２ＬＤＫ,70,2006年,5600,2006,19,80.0,70-100㎡,0-5分
大阪市北区,西天満,南森町,10,２ＬＤＫ,50,2005年,2500,2005,20,50.0,50-70㎡,6-10分
大阪市北区,西天満,南森町,9,２ＬＤＫ,60,2005年,4800,2005,20,80.0,50-70㎡,6-10分
大阪市北区,西天満,南森町,3,３ＬＤＫ,75,1999年,6000,1999,26,80.0,70-100㎡,0-5分
大阪市北区,西天満,南森町,4,,60,2002年,3200,2002,23,53.333333333333336,50-70㎡,0-5分
大阪市北区,西天満,南森町,5,１ＬＤＫ,35,2019年,2800,2019,6,80.0,30-50㎡,0-5分
大阪市北区,西天満,南森町,6,,65,2001年,3700,2001,24,56.92307692307692,50-70㎡,6-10分
大阪市北区,西天満,南森町,7,オープンフロア,80,2000年,3200,2000,25,40.0,70-100㎡,6-10分
大阪市北区,西天満,南森町,4,,45,2002年,2500,2002,23,55.55555555555556,30-50㎡,0-5分
大阪市北区,西天満,南森町,6,３ＬＤＫ,60,2001年,3600,2001,24,60.0,50-70㎡,6-10分
大阪市北区,西天満,南森町,5,１ＤＫ,35,2003年,2000,2003,22,57.142857142857146,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,１ＬＤＫ,35,2003年,2700,2003,22,77.14285714285714,30-50㎡,0-5分
大阪市北区,西天満,南森町,9,３ＬＤＫ,100,2005年,6900,2005,20,69.0,70-100㎡,6-10分
大阪市北区,西天満,南森町,10,１ＤＫ,30,2005年,1800,2005,20,60.0,30-50㎡,6-10分
大阪市北区,西天満,南森町,4,,50,2002年,2900,2002,23,58.0,50-70㎡,0-5分
大阪市北区,西天満,南森町,3,１ＤＫ,30,2003年,2100,2003,22,70.0,30-50㎡,0-5分
大阪市北区,西天満,南森町,5,２ＬＤＫ,60,2016年,4600,2016,9,76.66666666666667,50-70㎡,0-5分
大阪市北区,西天満,南森町,6,３ＬＤＫ,60,2001年,3700,2001,24,61.666666666666664,50-70㎡,6-10分
大阪市北区,西天満,淀屋橋,7,１ＬＤＫ,40,2012年,3700,2012,13,92.5,30-50㎡,6-10分
大阪市北区,西天満,淀屋橋,7,２ＬＤＫ,70,2012年,4000,2012,13,57.142857142857146,70-100㎡,6-10分
大阪市北区,野崎町,南森町,6,３ＬＤＫ,70,2019年,9000,2019,6,128.57142857142858,70-100㎡,6-10分
大阪市北区,野崎町,南森町,6,３ＬＤＫ,65,2019年,9500,2019,6,146.15384615384616,50-70㎡,6-10分
大阪市北区,野崎町,南森町,6,２ＬＤＫ,55,2019年,6500,2019,6,118.18181818181819,50-70㎡,6-10分
大阪市北区,野崎町,南森町,6,３ＬＤＫ,70,2019年,9500,2019,6,135.71428571428572,70-100㎡,6-10分
大阪市北区,野崎町,南森町,6,３ＬＤＫ,70,2019年,9000,2019,6,128.57142857142858,70-100㎡,6-10分
大阪市北区,野崎町,南森町,6,２ＬＤＫ,55,2019年,5000,2019,6,90.9090909090909,50-70㎡,6-10分
大阪市北区,野崎町,南森町,6,１ＬＤＫ,45,2019年,4500,2019,6,100.0,30-50㎡,6-10分
大阪市北区,野崎町,南森町,6,２ＬＤＫ,60,2019年,4900,2019,6,81.66666666666667,50-70㎡,6-10分
大阪市北区,野崎町,南森町,6,２ＤＫ,65,2019年,6700,2019,6,103.07692307692308,50-70㎡,6-10分
大阪市北区,万歳町,中崎町,0,１ＬＤＫ,70,2008年,9800,2008,17,140.0,70-100㎡,0-5分
大阪市北区,万歳町,中崎町,0,２ＬＤＫ,60,2008年,7200,2008,17,120.0,50-70㎡,0-5分
大阪市北区,万歳町,中崎町,0,３ＬＤＫ,75,2008年,7600,2008,17,101.33333333333333,70-100㎡,0-5分
大阪市北区,万歳町,中崎町,0,２ＬＤＫ,60,2008年,6500,2008,17,108.33333333333333,50-70㎡,0-5分
大阪市北区,万歳町,中崎町,0,２ＬＤＫ,55,2008年,4700,2008,17,85.45454545454545,50-70㎡,0-5分
大阪市北区,万歳町,中崎町,1,１ＬＤＫ,40,2015年,4200,2015,10,105.0,30-50㎡,0-5分
大阪市北区,万歳町,中崎町,1,３ＬＤＫ,75,2015年,6600,2015,10,88.0,70-100㎡,0-5分
大阪市北区,万歳町,中崎町,0,,75,2008年,6900,2008,17,92.0,70-100㎡,0-5分
大阪市北区,万歳町,中崎町,1,３ＬＤＫ,80,2015年,7600,2015,10,95.0,70-100㎡,0-5分
大阪市北区,万歳町,中崎町,0,１ＬＤＫ,55,2008年,5100,2008,17,92.72727272727273,50-70㎡,0-5分
大阪市北区,東天満,大阪天満宮,1,３ＬＤＫ,60,2001年,5100,2001,24,85.0,50-70㎡,0-5分
大阪市北区,東天満,大阪天満宮,2,３ＬＤＫ,90,1998年,8200,1998,27,91.11111111111111,70-100㎡,0-5分
大阪市北区,東天満,大阪天満宮,4,３ＬＤＫ,70,2005年,6400,2005,20,91.42857142857143,70-100㎡,0-5分
大阪市北区,東天満,大阪天満宮,2,４ＬＤＫ,90,2000年,5900,2000,25,65.55555555555556,70-100㎡,0-5分
大阪市北区,東天満,大阪天満宮,3,３ＬＤＫ,75,2016年,5800,2016,9,77.33333333333333,70-100㎡,0-5分
大阪市北区,東天満,大阪天満宮,1,,55,2001年,3200,2001,24,58.18181818181818,50-70㎡,0-5分
大阪市北区,東天満,大阪天満宮,4,２ＬＤＫ,65,2005年,4600,2005,20,70.76923076923077,50-70㎡,0-5分
大阪市北区,東天満,大阪天満宮,2,,60,1998年,3100,1998,27,51.666666666666664,50-70㎡,0-5分
大阪市北区,東天満,大阪天満宮,4,２ＬＤＫ,65,2005年,3500,2005,20,53.84615384615385,50-70㎡,0-5分
大阪市北区,東天満,南森町,5,２ＬＤＫ,45,2015年,4000,2015,10,88.88888888888889,30-50㎡,0-5分
大阪市北区,東天満,南森町,5,２ＬＤＫ,45,2015年,3100,2015,10,68.88888888888889,30-50㎡,0-5分
大阪市北区,東天満,南森町,6,１ＬＤＫ,50,2021年,4800,2021,4,96.0,50-70㎡,6-10分
大阪市北区,東天満,南森町,6,,50,1998年,3000,1998,27,60.0,50-70㎡,6-10分
大阪市北区,東天満,南森町,4,２ＬＤＫ＋Ｓ,65,2001年,3900,2001,24,60.0,50-70㎡,0-5分
大阪市北区,東天満,南森町,6,２ＤＫ,50,2021年,4700,2021,4,94.0,50-70㎡,6-10分
大阪市北区,東天満,南森町,4,３ＬＤＫ,65,2002年,4100,2002,23,63.07692307692308,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,１ＬＤＫ,55,2010年,4900,2010,15,89.0909090909091,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,３ＬＤＫ,75,2010年,7500,2010,15,100.0,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,6,３ＬＤＫ,70,2010年,7500,2010,15,107.14285714285714,70-100㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,5,２ＬＤＫ,65,2010年,5700,2010,15,87.6923076923077,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,２ＬＤＫ,60,2010年,5400,2010,15,90.0,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,6,,60,2010年,6200,2010,15,103.33333333333333,50-70㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,5,２ＬＤＫ,35,2010年,3600,2010,15,102.85714285714286,30-50㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,３ＬＤＫ,60,2010年,5200,2010,15,86.66666666666667,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,6,,70,2010年,9900,2010,15,141.42857142857142,70-100㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,5,３ＬＤＫ,75,2010年,5500,2010,15,73.33333333333333,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,6,２ＬＤＫ,65,2010年,3700,2010,15,56.92307692307692,50-70㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,6,２ＤＫ,60,2010年,5400,2010,15,90.0,50-70㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,6,２ＬＤＫ,35,2010年,2200,2010,15,62.857142857142854,30-50㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,5,３ＬＤＫ,75,2010年,6000,2010,15,80.0,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,２ＬＤＫ,60,2010年,5300,2010,15,88.33333333333333,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,6,２ＬＤＫ,60,2010年,4900,2010,15,81.66666666666667,50-70㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,5,２ＬＤＫ,60,2010年,4800,2010,15,80.0,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,３ＬＤＫ,85,2010年,8000,2010,15,94.11764705882354,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,３ＬＤＫ,70,2010年,6500,2010,15,92.85714285714286,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,３ＬＤＫ,70,2010年,6400,2010,15,91.42857142857143,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,２ＤＫ,60,2010年,4700,2010,15,78.33333333333333,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,6,３ＬＤＫ,70,2010年,6000,2010,15,85.71428571428571,70-100㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,5,２ＤＫ,35,2010年,3000,2010,15,85.71428571428571,30-50㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,6,２ＬＤＫ,65,2010年,5100,2010,15,78.46153846153847,50-70㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,5,２ＬＤＫ,70,2010年,6400,2010,15,91.42857142857143,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,5,３ＬＤＫ,70,2010年,6200,2010,15,88.57142857142857,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,4,２ＬＤＫ,65,2010年,5300,2010,15,81.53846153846153,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,6,２ＬＤＫ,70,2010年,5800,2010,15,82.85714285714286,70-100㎡,6-10分
大阪市北区,樋之口町,天神橋筋六丁目,5,２ＬＤＫ,60,2010年,4300,2010,15,71.66666666666667,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,4,３ＬＤＫ,80,2010年,6200,2010,15,77.5,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,4,２ＬＤＫ,60,2010年,4000,2010,15,66.66666666666667,50-70㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,4,４ＬＤＫ,95,2010年,6800,2010,15,71.57894736842105,70-100㎡,0-5分
大阪市北区,樋之口町,天神橋筋六丁目,4,２ＬＤＫ,65,2010年,5400,2010,15,83.07692307692308,50-70㎡,0-5分
大阪市北区,本庄西,天神橋筋六丁目,9,２ＬＤＫ,40,2013年,3400,2013,12,85.0,30-50㎡,6-10分
大阪市北区,本庄西,天神橋筋六丁目,8,,65,1999年,3000,1999,26,46.15384615384615,50-70㎡,6-10分
大阪市北区,本庄西,天神橋筋六丁目,12,２ＬＤＫ,60,2004年,4000,2004,21,66.66666666666667,50-70㎡,11-12分
大阪市北区,本庄西,天神橋筋六丁目,5,１ＬＤＫ,40,2013年,3900,2013,12,97.5,30-50㎡,0-5分
大阪市北区,本庄西,天神橋筋六丁目,9,２ＤＫ,40,2013年,2800,2013,12,70.0,30-50㎡,6-10分
大阪市北区,本庄西,天神橋筋六丁目,7,２ＬＤＫ,65,2003年,4800,2003,22,73.84615384615384,50-70㎡,6-10分
大阪市北区,本庄西,天神橋筋六丁目,9,２ＬＤＫ,40,2013年,2600,2013,12,65.0,30-50㎡,6-10分
大阪市北区,本庄西,天神橋筋六丁目,11,２ＤＫ,40,2013年,2900,2013,12,72.5,30-50㎡,11-12分
大阪市北区,本庄西,中崎町,5,,60,2016年,5800,2016,9,96.66666666666667,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,6,,60,2001年,3700,2001,24,61.666666666666664,50-70㎡,6-10分
大阪市北区,本庄西,中崎町,5,２ＬＤＫ,60,2016年,7900,2016,9,131.66666666666666,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,5,２ＬＤＫ,60,2016年,6500,2016,9,108.33333333333333,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,5,２ＬＤＫ,60,2016年,6500,2016,9,108.33333333333333,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,5,１ＬＤＫ,40,2013年,4000,2013,12,100.0,30-50㎡,0-5分
大阪市北区,本庄西,中崎町,5,３ＬＤＫ,65,2016年,5500,2016,9,84.61538461538461,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,5,３ＬＤＫ＋Ｓ,70,2016年,8400,2016,9,120.0,70-100㎡,0-5分
大阪市北区,本庄西,中崎町,5,２ＬＤＫ,60,2016年,6200,2016,9,103.33333333333333,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,5,３ＬＤＫ,70,2016年,7000,2016,9,100.0,70-100㎡,0-5分
大阪市北区,本庄西,中崎町,5,２ＬＤＫ,60,2016年,6000,2016,9,100.0,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,5,２ＬＤＫ,55,2013年,4100,2013,12,74.54545454545455,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,5,２ＬＤＫ,70,2016年,7000,2016,9,100.0,70-100㎡,0-5分
大阪市北区,本庄西,中崎町,6,３ＬＤＫ,65,1999年,4500,1999,26,69.23076923076923,50-70㎡,6-10分
大阪市北区,本庄西,中崎町,5,２ＬＤＫ,60,2016年,5000,2016,9,83.33333333333333,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,6,２ＬＤＫ,60,1999年,3700,1999,26,61.666666666666664,50-70㎡,6-10分
大阪市北区,本庄西,中崎町,5,３ＬＤＫ,75,2016年,6900,2016,9,92.0,70-100㎡,0-5分
大阪市北区,本庄西,中崎町,6,２ＬＤＫ,60,1999年,3300,1999,26,55.0,50-70㎡,6-10分
大阪市北区,本庄西,中崎町,6,,60,2001年,3600,2001,24,60.0,50-70㎡,6-10分
大阪市北区,本庄西,中崎町,6,２ＬＤＫ,65,1999年,3700,1999,26,56.92307692307692,50-70㎡,6-10分
大阪市北区,本庄西,中崎町,6,２ＬＤＫ,60,2001年,3700,2001,24,61.666666666666664,50-70㎡,6-10分
大阪市北区,本庄西,中崎町,5,２ＬＤＫ,60,2016年,5300,2016,9,88.33333333333333,50-70㎡,0-5分
大阪市北区,本庄西,中崎町,6,３ＬＤＫ,70,2001年,3000,2001,24,42.857142857142854,70-100㎡,6-10分
大阪市北区,本庄西,中崎町,6,２ＬＤＫ,60,2016年,5200,2016,9,86.66666666666667,50-70㎡,6-10分
大阪市北区,本庄西,中崎町,6,３ＬＤＫ,75,2016年,6500,2016,9,86.66666666666667,70-100㎡,6-10分
大阪市北区,本庄西,中津(大阪メトロ),9,,60,1998年,2900,1998,27,48.333333333333336,50-70㎡,6-10分
大阪市北区,本庄西,中津(大阪メトロ),9,,80,1998年,4000,1998,27,50.0,70-100㎡,6-10分
大阪市北区,本庄西,中津(大阪メトロ),12,３ＬＤＫ,65,2004年,4000,2004,21,61.53846153846154,50-70㎡,11-12分
大阪市北区,本庄西,中津(大阪メトロ),9,２ＬＤＫ,65,1998年,3300,1998,27,50.76923076923077,50-70㎡,6-10分
大阪市北区,本庄西,中津(大阪メトロ),9,３ＬＤＫ,80,1998年,4600,1998,27,57.5,70-100㎡,6-10分
大阪市北区,本庄西,中津(大阪メトロ),9,３ＬＤＫ,80,1998年,3800,1998,27,47.5,70-100㎡,6-10分
大阪市北区,本庄東,天神橋筋六丁目,3,３ＬＤＫ,60,2000年,3400,2000,25,56.666666666666664,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,5,４ＬＤＫ,80,2003年,6200,2003,22,77.5,70-100㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,4,２ＬＤＫ,70,2011年,6100,2011,14,87.14285714285714,70-100㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,11,,65,2002年,3300,2002,23,50.76923076923077,50-70㎡,11-12分
大阪市北区,本庄東,天神橋筋六丁目,5,４ＬＤＫ,80,2003年,5100,2003,22,63.75,70-100㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,2,３ＬＤＫ,65,2000年,4100,2000,25,63.07692307692308,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,2,２ＬＤＫ,55,2000年,3000,2000,25,54.54545454545455,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,4,１ＬＤＫ,50,2011年,3500,2011,14,70.0,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,3,３ＬＤＫ,65,2000年,4500,2000,25,69.23076923076923,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,4,１ＤＫ,50,2011年,3900,2011,14,78.0,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,4,２ＬＤＫ,60,2011年,4400,2011,14,73.33333333333333,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,9,,95,2002年,5500,2002,23,57.89473684210526,70-100㎡,6-10分
大阪市北区,本庄東,天神橋筋六丁目,2,２ＬＤＫ,65,2000年,4200,2000,25,64.61538461538461,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,4,２ＬＤＫ,60,2011年,4000,2011,14,66.66666666666667,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,2,３ＬＤＫ,65,2001年,3800,2001,24,58.46153846153846,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,2,３ＬＤＫ,60,2000年,3300,2000,25,55.0,50-70㎡,0-5分
大阪市北区,本庄東,天神橋筋六丁目,5,３ＬＤＫ,65,2003年,4000,2003,22,61.53846153846154,50-70㎡,0-5分
大阪市北区,本庄東,中崎町,5,１ＬＤＫ,60,2011年,4900,2011,14,81.66666666666667,50-70㎡,0-5分
大阪市北区,松ケ枝町,大阪天満宮,7,,65,1999年,4200,1999,26,64.61538461538461,50-70㎡,6-10分
大阪市北区,松ケ枝町,大阪天満宮,7,,65,1999年,4000,1999,26,61.53846153846154,50-70㎡,6-10分
